epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,617.482,0.99369,0.90385,1.24083,0.87898,0.82331,0.89877,0.66415,1.01717,0.77278,1.41658,0.00120265,0.00120265,0.00120265
18,646.463,1.01832,0.87281,1.26531,0.92611,0.86037,0.92664,0.68833,0.9687,0.62691,1.36873,0.0011885,0.0011885,0.0011885
19,676.371,1.01043,0.8576,1.24642,0.89041,0.84585,0.90749,0.68356,0.93155,0.67986,1.31267,0.00117435,0.00117435,0.00117435
20,705.138,0.97538,0.82931,1.22119,0.89017,0.86056,0.9096,0.68454,0.97007,0.66384,1.34703,0.00116021,0.00116021,0.00116021
21,733.757,0.97181,0.80773,1.21846,0.92386,0.87266,0.9383,0.7174,0.89167,0.58193,1.31417,0.00114606,0.00114606,0.00114606
22,764.306,0.98166,0.80628,1.24674,0.92937,0.87154,0.94753,0.71829,0.91336,0.58264,1.30646,0.00113191,0.00113191,0.00113191
23,794.717,0.98155,0.78426,1.21621,0.89738,0.91256,0.9348,0.70171,0.95791,0.62249,1.35324,0.00111776,0.00111776,0.00111776
24,823.015,0.94935,0.76937,1.2047,0.89384,0.8714,0.92128,0.69563,0.91217,0.67984,1.31609,0.00110362,0.00110362,0.00110362
25,852.118,0.92902,0.77457,1.19873,0.91729,0.86257,0.92784,0.69921,0.9317,0.67305,1.33154,0.00108947,0.00108947,0.00108947
26,880.366,0.92519,0.72952,1.20852,0.92694,0.8661,0.93959,0.70067,0.92477,0.596,1.32668,0.00107532,0.00107532,0.00107532
27,909.364,0.92121,0.71899,1.18952,0.92078,0.89393,0.94226,0.72947,0.8729,0.57022,1.28561,0.00106118,0.00106118,0.00106118
28,938.907,0.94091,0.75876,1.19747,0.89862,0.9309,0.95875,0.72686,0.89336,0.54326,1.29825,0.00104703,0.00104703,0.00104703
29,967.351,0.91037,0.73352,1.17524,0.92512,0.89748,0.9417,0.70998,0.90604,0.56963,1.31985,0.00103288,0.00103288,0.00103288
30,995.881,0.90435,0.68505,1.17676,0.88978,0.88494,0.9352,0.70612,0.93466,0.60921,1.31448,0.00101873,0.00101873,0.00101873
31,1024.9,0.90508,0.68546,1.18369,0.89932,0.86654,0.92807,0.71678,0.8802,0.62374,1.29638,0.00100459,0.00100459,0.00100459
32,1053.53,0.90367,0.68004,1.17992,0.94894,0.89571,0.95604,0.72197,0.89258,0.55848,1.28843,0.00099044,0.00099044,0.00099044
33,1082.82,0.87731,0.65261,1.16545,0.91815,0.87856,0.93393,0.73013,0.89952,0.56173,1.30517,0.000976293,0.000976293,0.000976293
34,1111.07,0.89645,0.67805,1.18156,0.94438,0.90166,0.95214,0.74236,0.87409,0.53543,1.28155,0.000962146,0.000962146,0.000962146
35,1141.33,0.90928,0.69616,1.17042,0.91993,0.91339,0.95001,0.72276,0.88533,0.55108,1.28816,0.000947999,0.000947999,0.000947999
36,1170.09,0.88778,0.67236,1.17289,0.93515,0.87255,0.95189,0.72628,0.89438,0.56022,1.29904,0.000933851,0.000933851,0.000933851
37,1199.11,0.87146,0.65203,1.16412,0.94618,0.91041,0.95957,0.74415,0.85794,0.52665,1.25392,0.000919704,0.000919704,0.000919704
38,1228.82,0.87652,0.64421,1.16063,0.93585,0.92451,0.96196,0.7369,0.89625,0.51387,1.28991,0.000905557,0.000905557,0.000905557
39,1257.4,0.86163,0.63362,1.14391,0.94185,0.94094,0.9678,0.7436,0.88496,0.5059,1.2646,0.00089141,0.00089141,0.00089141
40,1287.17,0.8535,0.63431,1.15024,0.94658,0.93287,0.96701,0.75617,0.84958,0.45964,1.25567,0.000877263,0.000877263,0.000877263
41,1316.61,0.86168,0.61889,1.16833,0.93258,0.8951,0.93913,0.7274,0.86473,0.54922,1.26527,0.000863116,0.000863116,0.000863116
42,1345.09,0.87567,0.60953,1.15867,0.94699,0.92911,0.95324,0.7482,0.85595,0.5104,1.27042,0.000848969,0.000848969,0.000848969
43,1374.15,0.85515,0.6129,1.15501,0.95017,0.94253,0.9561,0.74798,0.8688,0.5007,1.27203,0.000834822,0.000834822,0.000834822
44,1405.15,0.84981,0.60983,1.15081,0.92468,0.91549,0.95605,0.74437,0.87481,0.53554,1.26995,0.000820675,0.000820675,0.000820675
45,1435.42,0.84315,0.59836,1.14841,0.94531,0.91878,0.95744,0.74614,0.86153,0.49477,1.26547,0.000806528,0.000806528,0.000806528
46,1465.81,0.83681,0.5865,1.16126,0.93825,0.94808,0.96489,0.74565,0.86309,0.47089,1.28244,0.00079238,0.00079238,0.00079238
47,1495.4,0.83225,0.56553,1.13485,0.94093,0.91757,0.95164,0.74466,0.83619,0.49337,1.25551,0.000778233,0.000778233,0.000778233
48,1525.63,0.85064,0.56824,1.14737,0.96676,0.92653,0.96431,0.75954,0.84391,0.45139,1.27075,0.000764086,0.000764086,0.000764086
49,1556.8,0.82578,0.57143,1.13547,0.93436,0.89234,0.94638,0.74599,0.83178,0.52509,1.24935,0.000749939,0.000749939,0.000749939
50,1586.21,0.8336,0.58528,1.14892,0.94937,0.93839,0.96459,0.75786,0.84145,0.4543,1.25332,0.000735792,0.000735792,0.000735792
51,1615.95,0.82485,0.55507,1.12769,0.94674,0.9259,0.95864,0.75329,0.84244,0.48618,1.26039,0.000721645,0.000721645,0.000721645
52,1646.53,0.8331,0.57738,1.15129,0.93419,0.91213,0.94827,0.73903,0.86114,0.55267,1.27146,0.000707498,0.000707498,0.000707498
53,1676.1,0.83248,0.55728,1.13526,0.95191,0.90115,0.95678,0.76698,0.82956,0.49324,1.23613,0.000693351,0.000693351,0.000693351
54,1707.17,0.80866,0.5556,1.12665,0.95058,0.90652,0.95182,0.76057,0.83515,0.48911,1.26213,0.000679204,0.000679204,0.000679204
55,1737.28,0.79706,0.54598,1.1168,0.9455,0.91757,0.9534,0.75443,0.83215,0.49533,1.23475,0.000665057,0.000665057,0.000665057
56,1766.87,0.78453,0.52491,1.12516,0.94918,0.91013,0.95821,0.7563,0.82639,0.47788,1.24194,0.000650909,0.000650909,0.000650909
57,1795.85,0.79496,0.53029,1.11375,0.95298,0.94212,0.96168,0.76233,0.83773,0.45467,1.24253,0.000636762,0.000636762,0.000636762
58,1824.92,0.80364,0.54396,1.12586,0.96583,0.92076,0.964,0.76261,0.83116,0.45536,1.23645,0.000622615,0.000622615,0.000622615
59,1854.56,0.7914,0.51975,1.12973,0.96012,0.91624,0.95415,0.75274,0.84045,0.48545,1.26031,0.000608468,0.000608468,0.000608468
60,1883.16,0.7805,0.52373,1.11329,0.93679,0.92261,0.96107,0.75737,0.84399,0.49143,1.26222,0.000594321,0.000594321,0.000594321
61,1912.69,0.78968,0.52812,1.11341,0.93988,0.89777,0.95045,0.76103,0.81212,0.48099,1.2337,0.000580174,0.000580174,0.000580174
62,1941.73,0.79975,0.52135,1.11304,0.94758,0.92504,0.95522,0.76172,0.83164,0.46113,1.24934,0.000566027,0.000566027,0.000566027
63,1972.02,0.77171,0.52033,1.09637,0.97358,0.91281,0.9661,0.76831,0.81406,0.43686,1.23291,0.00055188,0.00055188,0.00055188
64,2002.72,0.78586,0.512,1.10323,0.95897,0.93599,0.96596,0.76166,0.84921,0.45387,1.24512,0.000537733,0.000537733,0.000537733
65,2032.54,0.7712,0.50719,1.09466,0.95019,0.91933,0.96234,0.7663,0.82505,0.49177,1.22288,0.000523586,0.000523586,0.000523586
66,2062.48,0.74013,0.46919,1.09484,0.95387,0.92488,0.96391,0.77137,0.82002,0.43724,1.24984,0.000509438,0.000509438,0.000509438
67,2092.26,0.79011,0.49374,1.11093,0.94824,0.92773,0.96713,0.77455,0.81405,0.43341,1.22609,0.000495291,0.000495291,0.000495291
68,2122.53,0.75586,0.48044,1.08178,0.9508,0.93622,0.96428,0.78256,0.79752,0.43967,1.21565,0.000481144,0.000481144,0.000481144
69,2152.8,0.75505,0.47703,1.08698,0.96732,0.93492,0.9703,0.77796,0.80667,0.42979,1.22097,0.000466997,0.000466997,0.000466997
70,2181.55,0.75437,0.49741,1.09096,0.95701,0.91694,0.96924,0.77623,0.80947,0.43089,1.22373,0.00045285,0.00045285,0.00045285
71,2214.37,0.74828,0.49627,1.10137,0.96567,0.91951,0.96895,0.76899,0.81743,0.45081,1.20868,0.000438703,0.000438703,0.000438703
72,2246.23,0.73446,0.4694,1.08919,0.96019,0.90885,0.96457,0.7671,0.82781,0.44868,1.24538,0.000424556,0.000424556,0.000424556
73,2276.94,0.74239,0.46484,1.08422,0.97628,0.91823,0.97019,0.78137,0.82152,0.42502,1.23651,0.000410409,0.000410409,0.000410409
74,2309.36,0.73534,0.46633,1.0832,0.95723,0.93233,0.96916,0.78257,0.81343,0.44527,1.21395,0.000396262,0.000396262,0.000396262
75,2342.06,0.72091,0.45084,1.07309,0.96258,0.91657,0.96367,0.78596,0.79958,0.44528,1.21994,0.000382115,0.000382115,0.000382115
76,2372.1,0.72875,0.47819,1.07501,0.95065,0.93781,0.97008,0.78367,0.80626,0.44966,1.21242,0.000367967,0.000367967,0.000367967
77,2401.42,0.75182,0.48401,1.09224,0.97628,0.92288,0.96875,0.78172,0.81121,0.44071,1.23116,0.00035382,0.00035382,0.00035382
78,2430.97,0.72268,0.46031,1.07121,0.96201,0.91633,0.96187,0.77793,0.80719,0.4448,1.2267,0.000339673,0.000339673,0.000339673
79,2460.59,0.72711,0.44778,1.08372,0.97023,0.92318,0.96915,0.78266,0.80894,0.42805,1.23948,0.000325526,0.000325526,0.000325526
80,2492.72,0.71589,0.44065,1.07661,0.96268,0.91844,0.96915,0.79065,0.79315,0.43845,1.2161,0.000311379,0.000311379,0.000311379
81,2523.39,0.67924,0.42584,1.05355,0.97358,0.92161,0.96504,0.77951,0.80337,0.43844,1.21727,0.000297232,0.000297232,0.000297232
82,2554.79,0.68936,0.43039,1.04894,0.95291,0.93418,0.96055,0.77885,0.80682,0.44736,1.22431,0.000283085,0.000283085,0.000283085
83,2586.19,0.71027,0.43249,1.06436,0.96309,0.90192,0.95994,0.78443,0.78319,0.44938,1.19968,0.000268938,0.000268938,0.000268938
84,2616.34,0.70036,0.42593,1.06678,0.96978,0.89623,0.96528,0.78545,0.78572,0.44398,1.19825,0.000254791,0.000254791,0.000254791
85,2646.43,0.68355,0.42088,1.06138,0.96541,0.92704,0.9677,0.78209,0.80231,0.44009,1.21075,0.000240644,0.000240644,0.000240644
86,2676.16,0.68132,0.41944,1.05884,0.95096,0.93883,0.96354,0.78547,0.78661,0.43715,1.2025,0.000226497,0.000226497,0.000226497
87,2705.46,0.68171,0.42416,1.05081,0.9541,0.92824,0.9623,0.78376,0.7938,0.44091,1.21138,0.000212349,0.000212349,0.000212349
88,2735.4,0.68001,0.42408,1.05194,0.95168,0.92218,0.96281,0.78526,0.78813,0.44178,1.20505,0.000198202,0.000198202,0.000198202
89,2765.29,0.69609,0.43189,1.05627,0.96041,0.93258,0.96472,0.78419,0.79338,0.41859,1.20666,0.000184055,0.000184055,0.000184055
90,2796.2,0.65309,0.40023,1.03497,0.94126,0.945,0.96567,0.7899,0.78665,0.42571,1.20241,0.000169908,0.000169908,0.000169908
91,2855.01,0.69956,0.34602,1.05408,0.96235,0.9336,0.96784,0.78583,0.79169,0.41179,1.22551,0.000155761,0.000155761,0.000155761
92,2884.46,0.6885,0.33719,1.04764,0.9585,0.91363,0.96401,0.78359,0.79117,0.42322,1.22331,0.000141614,0.000141614,0.000141614
93,2914.95,0.66453,0.32754,1.04352,0.93719,0.93458,0.96468,0.78018,0.79035,0.41987,1.22062,0.000127467,0.000127467,0.000127467
94,2945.09,0.66402,0.32544,1.03757,0.97317,0.91605,0.96791,0.7912,0.78006,0.42452,1.20652,0.00011332,0.00011332,0.00011332
95,2975.78,0.66457,0.31641,1.03478,0.97557,0.90558,0.96604,0.78448,0.77982,0.43396,1.20421,9.91726e-05,9.91726e-05,9.91726e-05
96,3005.32,0.66088,0.32312,1.03506,0.97246,0.91547,0.96504,0.79335,0.78014,0.42276,1.21655,8.50255e-05,8.50255e-05,8.50255e-05
97,3036.73,0.649,0.31188,1.03913,0.97121,0.91322,0.96571,0.79061,0.78708,0.42498,1.21748,7.08784e-05,7.08784e-05,7.08784e-05
98,3066.49,0.64448,0.31482,1.03371,0.97686,0.92218,0.96814,0.78541,0.79932,0.42946,1.22335,5.67313e-05,5.67313e-05,5.67313e-05
99,3096.69,0.63402,0.31059,1.02445,0.97529,0.92206,0.96809,0.79235,0.7919,0.42521,1.21937,4.25842e-05,4.25842e-05,4.25842e-05
100,3126.76,0.62877,0.30334,1.02207,0.96779,0.92053,0.96635,0.79209,0.79262,0.42347,1.217,2.84371e-05,2.84371e-05,2.84371e-05
